"Issue ID","Work Item ID","Project Key","Issue Type","Summary","Description","Parent ID","Labels","External Link","Acceptance Criteria"
"gh-87-epic-story-1","gh-87-epic-story-1","AUTO","Story","Phase 1: Enhanced Banner (2 hours) - Loading State Visibility Enhancement","Parent GitHub issue: https://github.com/kmcgarry1/edhrec-compare/issues/87

1. Make banner full-width and fixed top
2. Add animated spinner icon
3. Improve colors and contrast
4. Add slide-down transition","gh-87-epic","medium-priority;ui-ux;design","https://github.com/kmcgarry1/edhrec-compare/issues/87","1. Loading banner is immediately visible when loading starts | 2. Progress shown for operations with known length | 3. Skeleton screens appear for card lists | 4. Loading messages are descriptive and contextual | 5. Smooth transitions when content appears | 6. Banner auto-dismisses when loading completes | 7. Multiple simultaneous loaders handled correctly | 8. Accessible to screen readers (aria-live) | 9. No layout shift when banner appears/disappears | 10. Cancel button works for long operations"
"gh-87-epic-story-1-task-1","gh-87-epic-story-1-task-1","AUTO","Sub-task","Make banner full-width and fixed top","Derived from Phase 1: Enhanced Banner (2 hours)","gh-87-epic-story-1","medium-priority;ui-ux;design","https://github.com/kmcgarry1/edhrec-compare/issues/87",""
"gh-87-epic-story-1-task-2","gh-87-epic-story-1-task-2","AUTO","Sub-task","Add animated spinner icon","Derived from Phase 1: Enhanced Banner (2 hours)","gh-87-epic-story-1","medium-priority;ui-ux;design","https://github.com/kmcgarry1/edhrec-compare/issues/87",""
"gh-87-epic-story-1-task-3","gh-87-epic-story-1-task-3","AUTO","Sub-task","Improve colors and contrast","Derived from Phase 1: Enhanced Banner (2 hours)","gh-87-epic-story-1","medium-priority;ui-ux;design","https://github.com/kmcgarry1/edhrec-compare/issues/87",""
"gh-87-epic-story-1-task-4","gh-87-epic-story-1-task-4","AUTO","Sub-task","Add slide-down transition","Derived from Phase 1: Enhanced Banner (2 hours)","gh-87-epic-story-1","medium-priority;ui-ux;design","https://github.com/kmcgarry1/edhrec-compare/issues/87",""
"gh-87-epic-story-2","gh-87-epic-story-2","AUTO","Story","Phase 2: Progress Tracking (3 hours) - Loading State Visibility Enhancement","Parent GitHub issue: https://github.com/kmcgarry1/edhrec-compare/issues/87

1. Update useGlobalLoading with progress support
2. Modify Scryfall API to report progress
3. Show progress bar in banner
4. Display current/total counts","gh-87-epic","medium-priority;ui-ux;design","https://github.com/kmcgarry1/edhrec-compare/issues/87","1. Loading banner is immediately visible when loading starts | 2. Progress shown for operations with known length | 3. Skeleton screens appear for card lists | 4. Loading messages are descriptive and contextual | 5. Smooth transitions when content appears | 6. Banner auto-dismisses when loading completes | 7. Multiple simultaneous loaders handled correctly | 8. Accessible to screen readers (aria-live) | 9. No layout shift when banner appears/disappears | 10. Cancel button works for long operations"
"gh-87-epic-story-2-task-1","gh-87-epic-story-2-task-1","AUTO","Sub-task","Update useGlobalLoading with progress support","Derived from Phase 2: Progress Tracking (3 hours)","gh-87-epic-story-2","medium-priority;ui-ux;design","https://github.com/kmcgarry1/edhrec-compare/issues/87",""
"gh-87-epic-story-2-task-2","gh-87-epic-story-2-task-2","AUTO","Sub-task","Modify Scryfall API to report progress","Derived from Phase 2: Progress Tracking (3 hours)","gh-87-epic-story-2","medium-priority;ui-ux;design","https://github.com/kmcgarry1/edhrec-compare/issues/87",""
"gh-87-epic-story-2-task-3","gh-87-epic-story-2-task-3","AUTO","Sub-task","Show progress bar in banner","Derived from Phase 2: Progress Tracking (3 hours)","gh-87-epic-story-2","medium-priority;ui-ux;design","https://github.com/kmcgarry1/edhrec-compare/issues/87",""
"gh-87-epic-story-2-task-4","gh-87-epic-story-2-task-4","AUTO","Sub-task","Display current/total counts","Derived from Phase 2: Progress Tracking (3 hours)","gh-87-epic-story-2","medium-priority;ui-ux;design","https://github.com/kmcgarry1/edhrec-compare/issues/87",""
"gh-87-epic-story-3","gh-87-epic-story-3","AUTO","Story","Phase 3: Skeleton Screens (3 hours) - Loading State Visibility Enhancement","Parent GitHub issue: https://github.com/kmcgarry1/edhrec-compare/issues/87

1. Create reusable skeleton components
2. Add to card list, search results
3. Implement shimmer animation
4. Match actual content layout","gh-87-epic","medium-priority;ui-ux;design","https://github.com/kmcgarry1/edhrec-compare/issues/87","1. Loading banner is immediately visible when loading starts | 2. Progress shown for operations with known length | 3. Skeleton screens appear for card lists | 4. Loading messages are descriptive and contextual | 5. Smooth transitions when content appears | 6. Banner auto-dismisses when loading completes | 7. Multiple simultaneous loaders handled correctly | 8. Accessible to screen readers (aria-live) | 9. No layout shift when banner appears/disappears | 10. Cancel button works for long operations"
"gh-87-epic-story-3-task-1","gh-87-epic-story-3-task-1","AUTO","Sub-task","Create reusable skeleton components","Derived from Phase 3: Skeleton Screens (3 hours)","gh-87-epic-story-3","medium-priority;ui-ux;design","https://github.com/kmcgarry1/edhrec-compare/issues/87",""
"gh-87-epic-story-3-task-2","gh-87-epic-story-3-task-2","AUTO","Sub-task","Add to card list, search results","Derived from Phase 3: Skeleton Screens (3 hours)","gh-87-epic-story-3","medium-priority;ui-ux;design","https://github.com/kmcgarry1/edhrec-compare/issues/87",""
"gh-87-epic-story-3-task-3","gh-87-epic-story-3-task-3","AUTO","Sub-task","Implement shimmer animation","Derived from Phase 3: Skeleton Screens (3 hours)","gh-87-epic-story-3","medium-priority;ui-ux;design","https://github.com/kmcgarry1/edhrec-compare/issues/87",""
"gh-87-epic-story-3-task-4","gh-87-epic-story-3-task-4","AUTO","Sub-task","Match actual content layout","Derived from Phase 3: Skeleton Screens (3 hours)","gh-87-epic-story-3","medium-priority;ui-ux;design","https://github.com/kmcgarry1/edhrec-compare/issues/87",""
"gh-87-epic-story-4","gh-87-epic-story-4","AUTO","Story","Phase 4: Contextual Messages (1 hour) - Loading State Visibility Enhancement","Parent GitHub issue: https://github.com/kmcgarry1/edhrec-compare/issues/87

1. Add specific loading messages per operation
2. Show estimated time for known operations
3. Add cancel button for long operations","gh-87-epic","medium-priority;ui-ux;design","https://github.com/kmcgarry1/edhrec-compare/issues/87","1. Loading banner is immediately visible when loading starts | 2. Progress shown for operations with known length | 3. Skeleton screens appear for card lists | 4. Loading messages are descriptive and contextual | 5. Smooth transitions when content appears | 6. Banner auto-dismisses when loading completes | 7. Multiple simultaneous loaders handled correctly | 8. Accessible to screen readers (aria-live) | 9. No layout shift when banner appears/disappears | 10. Cancel button works for long operations"
"gh-87-epic-story-4-task-1","gh-87-epic-story-4-task-1","AUTO","Sub-task","Add specific loading messages per operation","Derived from Phase 4: Contextual Messages (1 hour)","gh-87-epic-story-4","medium-priority;ui-ux;design","https://github.com/kmcgarry1/edhrec-compare/issues/87",""
"gh-87-epic-story-4-task-2","gh-87-epic-story-4-task-2","AUTO","Sub-task","Show estimated time for known operations","Derived from Phase 4: Contextual Messages (1 hour)","gh-87-epic-story-4","medium-priority;ui-ux;design","https://github.com/kmcgarry1/edhrec-compare/issues/87",""
"gh-87-epic-story-4-task-3","gh-87-epic-story-4-task-3","AUTO","Sub-task","Add cancel button for long operations","Derived from Phase 4: Contextual Messages (1 hour)","gh-87-epic-story-4","medium-priority;ui-ux;design","https://github.com/kmcgarry1/edhrec-compare/issues/87",""
"gh-86-epic","gh-86-epic","AUTO","Epic","[GH#86] Form Input Accessibility Improvements","GitHub issue: https://github.com/kmcgarry1/edhrec-compare/issues/86
Labels: [object Object], [object Object], [object Object]

# Form Input Accessibility Improvements

**Priority:** Medium  
**Type:** Accessibility Enhancement  
**Component:** CommanderSearch, CSVUpload  
**Effort:** Low (< 1 day)

## Problem

Form inputs rely on placeholder text and `aria-label` attributes without visible labels. While this works for screen readers, it's not optimal for all users, especially those with cognitive disabilities or low vision who benefit from persistent visible labels.

### Current Issues

- Primary commander search uses placeholder text that disappears on focus
- No persistent label visible to sighted users
- Search icon positioned inside input may reduce text space
- No clear/reset button visible when input has text
- Missing validation feedback or character limits

### Accessibility Impact

- **WCAG 2.1 Level AA:** Partially fails 3.3.2 (Labels or Instructions)
- Screen reader users: ✅ Works (aria-label present)
- Low vision users: ⚠️ Suboptimal (no persistent label)
- Cognitive disabilities: ⚠️ Context lost when placeholder disappears

## Screenshots

- [Commander search input](https://github.com/user-attachments/assets/45f1f1e9-f478-4aa9-a40f-083ef4c8b453)

## Current Implementation

```vue
<input type=""text"" placeholder=""Search for a commander..."" aria-label=""Commander search"" />
```

## Proposed Solution

### Floating Label Pattern

Implement Material Design-style floating labels that:

1. Start as placeholder text when empty
2. Float above input on focus or when filled
3. Remain visible at all times after first interaction
4. Provide visual hierarchy and context

```vue
<template>
  <div class=""form-field"">
    <input v-model=""searchTerm"" type=""text"" id=""commander-search"" class=""peer"" placeholder="" "" />
    <label for=""commander-search"" class=""floating-label""> Primary Commander </label>
    <button v-if=""searchTerm"" @click=""clear"" class=""clear-btn"">✕</button>
  </div>
</template>

<style>
.floating-label {
  position: absolute;
  transition: all 0.2s;
  pointer-events: none;
}

.peer:focus ~ .floating-label,
.peer:not(:placeholder-shown) ~ .floating-label {
  transform: translateY(-1.5rem) scale(0.85);
  color: theme(""colors.emerald.600"");
}
</style>
```

### Alternative: Visible Label Above Input

Simpler approach if floating labels seem too complex:

```vue
<template>
  <div class=""form-field"">
    <label for=""commander-search"" class=""block text-sm font-medium mb-2""> Primary Commander </label>
    <input
      v-model=""searchTerm""
      type=""text""
      id=""commander-search""
      placeholder=""Search for a commander...""
    />
  </div>
  <p class=""help-text"">Select the main deck commander.</p>
</template>
```

### Additional Enhancements

#### 1. Clear Button

```vue
<button
  v-if=""searchTerm""
  @click=""clear""
  class=""absolute right-2 top-1/2 -translate-y-1/2""
  aria-label=""Clear search""
>
  ✕
</button>
```

#### 2. Search Suggestions Dropdown

```vue
<ul v-if=""suggestions.length"" role=""listbox"">
  <li
    v-for=""suggestion in suggestions""
    :key=""suggestion.id""
    role=""option""
    @click=""selectCommander(suggestion)""
  >
    {{ suggestion.name }}
  </li>
</ul>
```

#### 3. Validation Feedback

```vue
<p v-if=""error"" role=""alert"" class=""error-message"">
  {{ error }}
</p>

<p v-if=""success"" role=""status"" class=""success-message"">
  {{ success }}
</p>
```

## Implementation Plan

### Phase 1: Visible Labels

1. Add visible labels above all inputs
2. Keep aria-labels for redundancy
3. Style labels consistently

### Phase 2: Clear Buttons

1. Add clear button to search inputs
2. Show only when input has value
3. Ensure keyboard accessible

### Phase 3: Floating Labels (Optional)

1. Implement CSS-only floating label
2. Add smooth transitions
3. Test across browsers

### Phase 4: Enhanced Feedback

1. Add validation messages
2. Implement inline help text
3. Show character counts where relevant

## Technical Details

### Files to Modify

- `src/components/CommanderSearch.vue` - Primary search input
- `src/components/CSVUpload.vue` - File input label
- Create shared `FormField.vue` component for consistency

### Reusable Component

```vue
<script setup lang=""ts"">
import { computed } from ""vue"";

interface Props {
  label: string;
  modelValue: string;
  placeholder?: string;
  helpText?: string;
  error?: string;
  type?: ""text"" | ""email"" | ""password"";
}

const props = withDefaults(defineProps<Props>(), {
  type: ""text"",
});

const emit = defineEmits<{
  ""update:modelValue"": [value: string];
  clear: [];
}>();

const hasValue = computed(() => props.modelValue.length > 0);
</script>

<template>
  <div class=""form-field"">
    <label :for=""label"" class=""block text-sm font-medium mb-2"">
      {{ label }}
    </label>

    <div class=""relative"">
      <input
        :value=""modelValue""
        @input=""emit('update:modelValue', ($event.target as HTMLInputElement).value)""
        :type=""type""
        :id=""label""
        :placeholder=""placeholder""
        class=""w-full px-4 py-2 pr-10""
      />

      <button
        v-if=""hasValue""
        @click=""emit('clear')""
        class=""absolute right-2 top-1/2 -translate-y-1/2""
        aria-label=""Clear input""
      >
        ✕
      </button>
    </div>

    <p v-if=""helpText"" class=""text-xs text-slate-600 mt-1"">
      {{ helpText }}
    </p>

    <p v-if=""error"" role=""alert"" class=""text-xs text-red-600 mt-1"">
      {{ error }}
    </p>
  </div>
</template>
```

### Usage Example

```vue
<template>
  <FormField
    v-model=""commanderName""
    label=""Primary Commander""
    placeholder=""Search for a commander...""
    help-text=""Enter the name of your deck commander""
    :error=""validationError""
    @clear=""commanderName = ''""
  />
</template>
```

## Acceptance Criteria

- [ ] All form inputs have visible labels
- [ ] Labels persist when input is focused or filled
- [ ] Clear buttons appear on all text inputs when filled
- [ ] Labels maintain contrast ratio of 4.5:1 minimum
- [ ] Labels properly associated with inputs (for/id)
- [ ] Screen reader announces label, value, and validation
- [ ] Keyboard navigation works for all interactions
- [ ] Help text provides additional context where needed
- [ ] Error messages are accessible (role=""alert"")
- [ ] Passes axe-core accessibility audit

## Testing Checklist

- [ ] Test with NVDA screen reader (Windows)
- [ ] Test with VoiceOver (macOS/iOS)
- [ ] Verify keyboard-only navigation
- [ ] Check color contrast with tools
- [ ] Test with 200% zoom
- [ ] Verify in high contrast mode
- [ ] Test with forms auto-fill

## WCAG Success Criteria

This enhancement addresses:

- **3.3.2 Labels or Instructions (Level A)** - Visible labels provided
- **2.4.6 Headings and Labels (Level AA)** - Descriptive labels
- **1.3.1 Info and Relationships (Level A)** - Proper form structure
- **4.1.2 Name, Role, Value (Level A)** - Semantic HTML

## Related Issues

- #69 - Mobile toolbar (touch targets)

## References

- [WCAG 3.3.2 Labels or Instructions](https://www.w3.org/WAI/WCAG21/Understanding/labels-or-instructions.html)
- [Material Design Text Fields](https://material.io/components/text-fields)
- [Floating Labels Are Problematic](https://medium.com/simple-human/floating-labels-are-a-bad-idea-82edb64220f6)
- [Placeholders in Form Fields Are Harmful](https://www.nngroup.com/articles/form-design-placeholders/)


Acceptance Criteria:
  1. All form inputs have visible labels
  2. Labels persist when input is focused or filled
  3. Clear buttons appear on all text inputs when filled
  4. Labels maintain contrast ratio of 4.5:1 minimum
  5. Labels properly associated with inputs (for/id)
  6. Screen reader announces label, value, and validation
  7. Keyboard navigation works for all interactions
  8. Help text provides additional context where needed
  9. Error messages are accessible (role=""alert"")
  10. Passes axe-core accessibility audit","","medium-priority;ui-ux;design","https://github.com/kmcgarry1/edhrec-compare/issues/86","1. All form inputs have visible labels | 2. Labels persist when input is focused or filled | 3. Clear buttons appear on all text inputs when filled | 4. Labels maintain contrast ratio of 4.5:1 minimum | 5. Labels properly associated with inputs (for/id) | 6. Screen reader announces label, value, and validation | 7. Keyboard navigation works for all interactions | 8. Help text provides additional context where needed | 9. Error messages are accessible (role=""alert"") | 10. Passes axe-core accessibility audit"
"gh-86-epic-story-1","gh-86-epic-story-1","AUTO","Story","Phase 1: Visible Labels - Form Input Accessibility Improvements","Parent GitHub issue: https://github.com/kmcgarry1/edhrec-compare/issues/86

1. Add visible labels above all inputs
2. Keep aria-labels for redundancy
3. Style labels consistently","gh-86-epic","medium-priority;ui-ux;design","https://github.com/kmcgarry1/edhrec-compare/issues/86","1. All form inputs have visible labels | 2. Labels persist when input is focused or filled | 3. Clear buttons appear on all text inputs when filled | 4. Labels maintain contrast ratio of 4.5:1 minimum | 5. Labels properly associated with inputs (for/id) | 6. Screen reader announces label, value, and validation | 7. Keyboard navigation works for all interactions | 8. Help text provides additional context where needed | 9. Error messages are accessible (role=""alert"") | 10. Passes axe-core accessibility audit"
"gh-86-epic-story-1-task-1","gh-86-epic-story-1-task-1","AUTO","Sub-task","Add visible labels above all inputs","Derived from Phase 1: Visible Labels","gh-86-epic-story-1","medium-priority;ui-ux;design","https://github.com/kmcgarry1/edhrec-compare/issues/86",""
"gh-86-epic-story-1-task-2","gh-86-epic-story-1-task-2","AUTO","Sub-task","Keep aria-labels for redundancy","Derived from Phase 1: Visible Labels","gh-86-epic-story-1","medium-priority;ui-ux;design","https://github.com/kmcgarry1/edhrec-compare/issues/86",""
"gh-86-epic-story-1-task-3","gh-86-epic-story-1-task-3","AUTO","Sub-task","Style labels consistently","Derived from Phase 1: Visible Labels","gh-86-epic-story-1","medium-priority;ui-ux;design","https://github.com/kmcgarry1/edhrec-compare/issues/86",""
"gh-86-epic-story-2","gh-86-epic-story-2","AUTO","Story","Phase 2: Clear Buttons - Form Input Accessibility Improvements","Parent GitHub issue: https://github.com/kmcgarry1/edhrec-compare/issues/86

1. Add clear button to search inputs
2. Show only when input has value
3. Ensure keyboard accessible","gh-86-epic","medium-priority;ui-ux;design","https://github.com/kmcgarry1/edhrec-compare/issues/86","1. All form inputs have visible labels | 2. Labels persist when input is focused or filled | 3. Clear buttons appear on all text inputs when filled | 4. Labels maintain contrast ratio of 4.5:1 minimum | 5. Labels properly associated with inputs (for/id) | 6. Screen reader announces label, value, and validation | 7. Keyboard navigation works for all interactions | 8. Help text provides additional context where needed | 9. Error messages are accessible (role=""alert"") | 10. Passes axe-core accessibility audit"
"gh-86-epic-story-2-task-1","gh-86-epic-story-2-task-1","AUTO","Sub-task","Add clear button to search inputs","Derived from Phase 2: Clear Buttons","gh-86-epic-story-2","medium-priority;ui-ux;design","https://github.com/kmcgarry1/edhrec-compare/issues/86",""
"gh-86-epic-story-2-task-2","gh-86-epic-story-2-task-2","AUTO","Sub-task","Show only when input has value","Derived from Phase 2: Clear Buttons","gh-86-epic-story-2","medium-priority;ui-ux;design","https://github.com/kmcgarry1/edhrec-compare/issues/86",""
"gh-86-epic-story-2-task-3","gh-86-epic-story-2-task-3","AUTO","Sub-task","Ensure keyboard accessible","Derived from Phase 2: Clear Buttons","gh-86-epic-story-2","medium-priority;ui-ux;design","https://github.com/kmcgarry1/edhrec-compare/issues/86",""
"gh-86-epic-story-3","gh-86-epic-story-3","AUTO","Story","Phase 3: Floating Labels (Optional) - Form Input Accessibility Improvements","Parent GitHub issue: https://github.com/kmcgarry1/edhrec-compare/issues/86

1. Implement CSS-only floating label
2. Add smooth transitions
3. Test across browsers","gh-86-epic","medium-priority;ui-ux;design","https://github.com/kmcgarry1/edhrec-compare/issues/86","1. All form inputs have visible labels | 2. Labels persist when input is focused or filled | 3. Clear buttons appear on all text inputs when filled | 4. Labels maintain contrast ratio of 4.5:1 minimum | 5. Labels properly associated with inputs (for/id) | 6. Screen reader announces label, value, and validation | 7. Keyboard navigation works for all interactions | 8. Help text provides additional context where needed | 9. Error messages are accessible (role=""alert"") | 10. Passes axe-core accessibility audit"
"gh-86-epic-story-3-task-1","gh-86-epic-story-3-task-1","AUTO","Sub-task","Implement CSS-only floating label","Derived from Phase 3: Floating Labels (Optional)","gh-86-epic-story-3","medium-priority;ui-ux;design","https://github.com/kmcgarry1/edhrec-compare/issues/86",""
"gh-86-epic-story-3-task-2","gh-86-epic-story-3-task-2","AUTO","Sub-task","Add smooth transitions","Derived from Phase 3: Floating Labels (Optional)","gh-86-epic-story-3","medium-priority;ui-ux;design","https://github.com/kmcgarry1/edhrec-compare/issues/86",""
"gh-86-epic-story-3-task-3","gh-86-epic-story-3-task-3","AUTO","Sub-task","Test across browsers","Derived from Phase 3: Floating Labels (Optional)","gh-86-epic-story-3","medium-priority;ui-ux;design","https://github.com/kmcgarry1/edhrec-compare/issues/86",""
"gh-86-epic-story-4","gh-86-epic-story-4","AUTO","Story","Phase 4: Enhanced Feedback - Form Input Accessibility Improvements","Parent GitHub issue: https://github.com/kmcgarry1/edhrec-compare/issues/86

1. Add validation messages
2. Implement inline help text
3. Show character counts where relevant","gh-86-epic","medium-priority;ui-ux;design","https://github.com/kmcgarry1/edhrec-compare/issues/86","1. All form inputs have visible labels | 2. Labels persist when input is focused or filled | 3. Clear buttons appear on all text inputs when filled | 4. Labels maintain contrast ratio of 4.5:1 minimum | 5. Labels properly associated with inputs (for/id) | 6. Screen reader announces label, value, and validation | 7. Keyboard navigation works for all interactions | 8. Help text provides additional context where needed | 9. Error messages are accessible (role=""alert"") | 10. Passes axe-core accessibility audit"
"gh-86-epic-story-4-task-1","gh-86-epic-story-4-task-1","AUTO","Sub-task","Add validation messages","Derived from Phase 4: Enhanced Feedback","gh-86-epic-story-4","medium-priority;ui-ux;design","https://github.com/kmcgarry1/edhrec-compare/issues/86",""
"gh-86-epic-story-4-task-2","gh-86-epic-story-4-task-2","AUTO","Sub-task","Implement inline help text","Derived from Phase 4: Enhanced Feedback","gh-86-epic-story-4","medium-priority;ui-ux;design","https://github.com/kmcgarry1/edhrec-compare/issues/86",""
"gh-86-epic-story-4-task-3","gh-86-epic-story-4-task-3","AUTO","Sub-task","Show character counts where relevant","Derived from Phase 4: Enhanced Feedback","gh-86-epic-story-4","medium-priority;ui-ux;design","https://github.com/kmcgarry1/edhrec-compare/issues/86",""
"gh-85-epic","gh-85-epic","AUTO","Epic","[GH#85] Empty State Design","GitHub issue: https://github.com/kmcgarry1/edhrec-compare/issues/85
Labels: [object Object], [object Object], [object Object]

# Empty State Design

**Priority:** Medium  
**Type:** UX Enhancement  
**Component:** EdhrecReader, Dashboard  
**Effort:** Low (< 1 day)

## Problem

When no commander is selected, the interface shows filters and instructions but no visual placeholder for where results will appear. This leaves users uncertain about what to expect and doesn't communicate the value proposition effectively.

### Current Issues

- No indication of where commander data will appear
- Missing visual feedback about expected outcome
- Empty space below filters looks unfinished
- No guidance on popular commanders or next steps
- Opportunity to educate users about features

### User Impact

- **Medium:** New users unsure what the interface will show
- Reduced confidence in using the tool
- Missed opportunity to guide user behavior
- No examples of tool value until after first search

## Screenshots

- [Current empty state](https://github.com/user-attachments/assets/45f1f1e9-f478-4aa9-a40f-083ef4c8b453)

## Proposed Solution

### Empty State Component

Create visually appealing placeholder that:

1. Shows where content will appear
2. Provides helpful guidance
3. Suggests popular commanders
4. Illustrates the value proposition

### Design Options

#### Option A: Illustrated Placeholder

```
┌─────────────────────────────────────┐
│                                     │
│        [Magic Wand Icon]            │
│                                     │
│   Search for a commander above      │
│   to see EDHREC recommendations     │
│                                     │
│   Popular commanders:               │
│   • Atraxa, Grand Unifier          │
│   • The Ur-Dragon                   │
│   • Miirym, Sentinel Wyrm          │
│                                     │
└─────────────────────────────────────┘
```

#### Option B: Preview Cards (Skeleton)

```
┌──────────┐  ┌──────────┐  ┌──────────┐
│ [------] │  │ [------] │  │ [------] │
│ [------] │  │ [------] │  │ [------] │
│ [------] │  │ [------] │  │ [------] │
└──────────┘  └──────────┘  └──────────┘
     Results will appear here
```

#### Option C: Feature Showcase

```
┌─────────────────────────────────────┐
│  ✨ Compare EDHREC recommendations  │
│     with your personal collection   │
│                                     │
│  📊 View card prices from Scryfall │
│                                     │
│  🎯 Filter by owned/unowned cards  │
│                                     │
│  Start by searching a commander ↑  │
└─────────────────────────────────────┘
```

### Recommended Approach (Hybrid)

Combine elements from all options:

```vue
<template>
  <div class=""empty-state"">
    <div class=""icon-wrapper"">
      <svg><!-- Card icon --></svg>
    </div>

    <h3>Find Your Next Commander Deck</h3>

    <p>
      Search for a commander above to see EDHREC recommendations, Scryfall pricing, and highlight
      cards you already own.
    </p>

    <div class=""popular-commanders"">
      <h4>Popular Commanders</h4>
      <ul>
        <li>Atraxa, Grand Unifier</li>
        <li>The Ur-Dragon</li>
        <li>Miirym, Sentinel Wyrm</li>
        <!-- Clickable suggestions -->
      </ul>
    </div>

    <p class=""tip"">💡 Tip: Upload a CSV to highlight owned cards</p>
  </div>
</template>
```

### Visual Design

**Colors:**

- Use muted slate tones (not distracting)
- Accent with emerald for interactive elements
- Subtle gradients for depth

**Typography:**

- Large heading (text-xl or text-2xl)
- Medium description (text-sm)
- Small hints (text-xs)

**Spacing:**

- Generous padding (p-12)
- Centered layout
- Adequate breathing room

**Iconography:**

- Stylized card deck illustration
- SVG icons for features
- Avoid generic ""no data"" icons

## Implementation Details

### New Component

```typescript
// src/components/EdhrecEmptyState.vue
<script setup lang=""ts"">
import { ref } from 'vue';

const popularCommanders = ref([
  'Atraxa, Grand Unifier',
  'The Ur-Dragon',
  'Miirym, Sentinel Wyrm',
]);

const emit = defineEmits<{
  selectCommander: [name: string];
}>();
</script>

<template>
  <div class=""flex flex-col items-center justify-center min-h-[400px] text-center p-12"">
    <div class=""mb-6"">
      <svg class=""w-24 h-24 text-slate-300"">
        <!-- Card icon -->
      </svg>
    </div>

    <h3 class=""text-2xl font-bold text-slate-700 dark:text-slate-200 mb-4"">
      Find Your Next Commander Deck
    </h3>
    <p class=""text-sm text-slate-600 dark:text-slate-400 max-w-md mb-8"">
      Search for a commander above to see EDHREC recommendations,
      live Scryfall pricing, and highlight cards you already own.
    </p>

    <div class=""mb-6"">
      <p class=""text-xs font-semibold text-slate-500 mb-3"">
        Popular Commanders
      </p>
      <div class=""flex flex-col gap-2"">
        <button
          v-for=""commander in popularCommanders""
          :key=""commander""
          @click=""emit('selectCommander', commander)""
          class=""text-sm text-emerald-600 hover:text-emerald-700""
        >
          {{ commander }}
        </button>
      </div>
    </div>

    <p class=""text-xs text-slate-500 flex items-center gap-2"">
      <svg class=""w-4 h-4"">💡</svg>
      Tip: Upload a CSV to automatically highlight cards you own
    </p>
  </div>
</template>
```

### Integration in EdhrecReader

```vue
<template>
  <div>
    <CommanderSearch />
    <CommanderFilters />

    <EdhrecEmptyState v-if=""!selectedCommander"" @select-commander=""handleCommanderSelection"" />

    <CardList v-else :cards=""cards"" />
  </div>
</template>
```

## Acceptance Criteria

- [ ] Empty state shown when no commander selected
- [ ] Illustration is visually appealing and on-brand
- [ ] Popular commander suggestions are clickable
- [ ] Clicking suggestion auto-fills search and triggers query
- [ ] Empty state hidden once commander data loads
- [ ] Works in both light and dark modes
- [ ] Responsive on mobile (stacked layout)
- [ ] Smooth transition when data loads
- [ ] Copy is clear and helpful
- [ ] No layout shift when transitioning to results

## Variations for Different States

### No Commander Selected (Initial)

Show full empty state with suggestions

### Loading Commander Data

Show skeleton cards or loading spinner

### No Results Found

Show different message: ""No recommendations found for this commander""

### API Error

Show error state with retry button

## Related Issues

- #74 - Loading states (skeleton screens)
- #71 - Information density (affects layout)

## Inspiration Examples

- GitHub's empty repository state
- Notion's empty page illustrations
- Vercel's project empty state
- Linear's empty views

## References

- [Empty States - Laws of UX](https://lawsofux.com/empty-state/)
- [Material Design Empty States](https://material.io/design/communication/empty-states.html)
- [Empty State Best Practices](https://www.nngroup.com/articles/empty-state/)


Acceptance Criteria:
  1. Empty state shown when no commander selected
  2. Illustration is visually appealing and on-brand
  3. Popular commander suggestions are clickable
  4. Clicking suggestion auto-fills search and triggers query
  5. Empty state hidden once commander data loads
  6. Works in both light and dark modes
  7. Responsive on mobile (stacked layout)
  8. Smooth transition when data loads
  9. Copy is clear and helpful
  10. No layout shift when transitioning to results","","medium-priority;ui-ux;design","https://github.com/kmcgarry1/edhrec-compare/issues/85","1. Empty state shown when no commander selected | 2. Illustration is visually appealing and on-brand | 3. Popular commander suggestions are clickable | 4. Clicking suggestion auto-fills search and triggers query | 5. Empty state hidden once commander data loads | 6. Works in both light and dark modes | 7. Responsive on mobile (stacked layout) | 8. Smooth transition when data loads | 9. Copy is clear and helpful | 10. No layout shift when transitioning to results"
